product_id,source,source_url,retrieved_utc,sha256,file_size_bytes,selection_reason,licence_or_terms
euclid_q1_nisp_spectrum_2719242747676867142,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:44:06.677670Z.fits?dataset_id=euclid_combspec&hdu=3,2026-07-14T20:35:02.678788+00:00,1131077d076cb4390cc124540db2950a6c6efd68c4e663ff21328ef342c6c85f,108689,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719242747676867142,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719243278676233897,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:40:37.852948Z.fits?dataset_id=euclid_combspec&hdu=4,2026-07-14T20:35:02.678788+00:00,4c399cf4c71a4bfcb890c1b4fe5fd1995bd5c649f8be0e3773edaa1d219f5c4b,106235,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719243278676233897,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719243562676323645,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:41:15.765532Z.fits?dataset_id=euclid_combspec&hdu=13,2026-07-14T20:35:02.678788+00:00,d816aef2da336eb2389637f56b733991f515e4b7519863f6e6350e24e4f2eac2,108456,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719243562676323645,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719244216673364199,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:26:58.699133Z.fits?dataset_id=euclid_combspec&hdu=33,2026-07-14T20:35:02.678788+00:00,49da1f4f2299572633b5df4d82bc137d6fe2b59995c4e2d2fceb75a9fd77dce6,108738,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719244216673364199,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719250777673528850,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:27:43.126991Z.fits?dataset_id=euclid_combspec&hdu=4,2026-07-14T20:35:02.678788+00:00,be46b6560c698adb52d381c611f998a253d45b67e744bd2ac01b2d81f464f625,105138,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719250777673528850,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719256773673138815,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:25:55.623369Z.fits?dataset_id=euclid_combspec&hdu=28,2026-07-14T20:35:02.678788+00:00,e96b300e915811a10711c2bc48f1fe958a7894a82dc404c3584cc6a23742fc37,108622,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719256773673138815,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719257792676337669,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:41:15.765532Z.fits?dataset_id=euclid_combspec&hdu=23,2026-07-14T20:35:02.678788+00:00,3b26cbb9a9f82114802b81ab08e8589fbe220ef5f298ac5623ecfae1ea43f21d,106939,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719257792676337669,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2719258119676017653,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:39:45.731873Z.fits?dataset_id=euclid_combspec&hdu=13,2026-07-14T20:35:02.678788+00:00,9b98eb8af9ad6eb3b90e11a15378b0e535d0e95a358fcd2f33aa0ce4f7390602,108394,deterministic sorted subset (first 40 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2719258119676017653,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_catalogue_tile102160061,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu,2026-07-15T05:42:08.937231+00:00,1a541eb3c1109a2472da6a51ba569dbb4d0617714d40da72f52c7d6202e1b520,1116512,"deterministic TOP 6000 join of spe_quality + spe_galaxy_candidates + mer_catalogue, ORDER BY object_id, grism=RGS, tileid=102160061","Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2718733251673981545,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:32:03.893290Z.fits?dataset_id=euclid_combspec&hdu=2,2026-07-15T05:42:08.937231+00:00,1e701b00c3e8182d458fa8a642a7699c502da72e7daa761936b298750b234b85,102129,deterministic sorted subset (first 3 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2718733251673981545,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2718735808673947466,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:32:03.893290Z.fits?dataset_id=euclid_combspec&hdu=12,2026-07-15T05:42:08.937231+00:00,c2b374d8a1a9be7eecc0765044048d06fbceff337b5bd83fb42546f821fd1c13,105837,deterministic sorted subset (first 3 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2718735808673947466,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
euclid_q1_nisp_spectrum_2718870305673869618,IRSA/Euclid-Q1,https://irsa.ipac.caltech.edu/api/spectrumdm/convert/euclid/q1/SIR/102160061/EUC_SIR_W-COMBSPEC_102160061_2024-11-05T17:32:03.893290Z.fits?dataset_id=euclid_combspec&hdu=22,2026-07-15T05:42:08.937231+00:00,fca9abf631e12ff20486b52a4c5fec88f35555c173677dc25f272e3acc0a675e,107804,deterministic sorted subset (first 3 object_id values) of tile 102160061 catalogue sample; obs_publisher_did=ivo://ipac.irsa/euclid_sir_combined?102160061/2718870305673869618,"Euclid Q1 public data release (ESA Euclid Consortium), mirrored by IRSA/IPAC; standard IRSA archive usage terms apply, https://irsa.ipac.caltech.edu/holdings/copyright.html"
